"title","titlelink","price","room","roomlink","area","arealink","person","personlink","updated_at"
"3 bhk for sale in guraon call 8802340684","http://gurgaon.quikr.com/3-bhk-for-sale-in-guraon-call-8802340684-W0QQAdIdZ129092188","Rs 70,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 4","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-4/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"4BHK+5T+Servent 3820 Sq For For Sell in Central Park-2 ...","http://gurgaon.quikr.com/4BHK-5T-Servent-3820-Sq-For-For-Sell-in-Central-Park-2-Sohna-Road-Gurgaon-W0QQAdIdZ166592088","Rs 3,55,66,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Unitech anthea Floors for Sale in Sector-70 Gurgaon Cal...","http://gurgaon.quikr.com/Unitech-anthea-Floors-for-Sale-in-Sector-70-Gurgaon-Call-9654455435-W0QQAdIdZ162760671","Rs 70,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"VP Spaces Sutajio Grandeur Call @ 09999536147 in Alwar ...","http://gurgaon.quikr.com/VP-Spaces-Sutajio-Grandeur-Call-09999536147-in-Alwar-Bypass-Road-Bhiwadi-W0QQAdIdZ166591301","Rs 15,00,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Parkwood Westend Apartments for Sale in Sector-92 Gurga...","http://gurgaon.quikr.com/Parkwood-Westend-Apartments-for-Sale-in-Sector-92-Gurgaon-Call-9654455435-W0QQAdIdZ164067102","Rs 3,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Kukrola","http://gurgaon.quikr.com/Apartments-For-Sale/Kukrola/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 BHK + Servant Room Floor for Sale in South City-2 Gur...","http://gurgaon.quikr.com/3-BHK-Servant-Room-Floor-for-Sale-in-South-City-2-Gurgaon-Call-9654455435-W0QQAdIdZ164673738","Rs 1,40,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 2","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-2/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 BHK / 1875 sqft. Shree Vardhman Falora Apartments for...","http://gurgaon.quikr.com/3-BHK-1875-sqft.-Shree-Vardhman-Falora-Apartments-for-Sale-in-Sector-90-Gurgaon-Call-9654455435-W0QQAdIdZ162692793","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Urban Estate","http://gurgaon.quikr.com/Apartments-For-Sale/Urban-Estate/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"4 BHK Builder Floor for Sale in South City-2 Gurgaon Ca...","http://gurgaon.quikr.com/4-BHK-Builder-Floor-for-Sale-in-South-City-2-Gurgaon-Call-9654455435-W0QQAdIdZ164673993","Rs 1,95,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 2","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-2/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Beautiful Flat for Sale in very prime location of Bhiwa...","http://gurgaon.quikr.com/Beautiful-Flat-for-Sale-in-very-prime-location-of-Bhiwadi-Avalon-Residency-W0QQAdIdZ166589735","Rs 21,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"resale winter hills 1940sqft, rs 4000 3bhk +st","http://gurgaon.quikr.com/resale-winter-hills-1940sqft-rs-4000-3bhk-st-W0QQAdIdZ166589566","Rs 77,60,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"resale ansal highland park sector 103. 1940sqft 3bhk","http://gurgaon.quikr.com/resale-ansal-highland-park-sector-103.-1940sqft-3bhk-W0QQAdIdZ166587979","Rs 83,24,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Basai","http://gurgaon.quikr.com/Apartments-For-Sale/Basai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Sec-49,Sohna Road,Gurgaon Near By ILD Mall","http://gurgaon.quikr.com/Sec-49-Sohna-Road-Gurgaon-Near-By-ILD-Mall-W0QQAdIdZ144136298","Rs 1,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 49","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-49/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ164197698","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","7-Apr-14"
"Resale property call @ 9711412666, gurgaon resale, dwar...","http://gurgaon.quikr.com/Resale-property-call-9711412666-gurgaon-resale-dwaraka-expressway-resale-manesar-resale-best-property-available-in-resale-soft-launch-original-booking-pre-launch-first-rate-booking-dlf-W0QQAdIdZ155150603","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Daulatabad","http://gurgaon.quikr.com/Apartments-For-Sale/Daulatabad/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","5-Apr-14"
"973 sq ft. Uniworld Garden-II, Sohna Road","http://gurgaon.quikr.com/973-sq-ft.-Uniworld-Garden-II-Sohna-Road-W0QQAdIdZ166588435","Rs 76,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Flats for Sale in Bhiwadi / Manesar / Rewari / Alawar /...","http://gurgaon.quikr.com/Flats-for-Sale-in-Bhiwadi-Manesar-Rewari-Alawar-Neemrana-Bawal-in-NCR-Japanese-Investment-Zone-W0QQAdIdZ165849960","Rs 21,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Urban Estate","http://gurgaon.quikr.com/Apartments-For-Sale/Urban-Estate/w13222204001?from=chiclet","","30-Apr-14"
"2Bhk Flat for sale in(KRISH AURA) Very prime location o...","http://gurgaon.quikr.com/2Bhk-Flat-for-sale-in-KRISH-AURA-Very-prime-location-of-Bhiwadi-W0QQAdIdZ166578963","Rs 27,80,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"FOR SALE - ABHI8NANDAN CGHS SOCIETY @ 1.60 Crore","http://gurgaon.quikr.com/FOR-SALE-ABHI8NANDAN-CGHS-SOCIETY-1.60-Crore-W0QQAdIdZ166577563","Rs 1,60,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Sale for villa in Sec-33 UnitechGurgaon","http://gurgaon.quikr.com/Sale-for-villa-in-Sec-33-UnitechGurgaon-W0QQAdIdZ166468991","Rs 70,00,00,005","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 49","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-49/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Flat resale bhiwadi best deal confirm","http://gurgaon.quikr.com/Flat-resale-bhiwadi-best-deal-confirm-W0QQAdIdZ166575842","Rs 34,55,200","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1bhk haryana housing board flat for sale in gurgaon","http://gurgaon.quikr.com/1bhk-haryana-housing-board-flat-for-sale-in-gurgaon-W0QQAdIdZ166576337","Rs 540","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Conscient Heritage Max Sector 102 Project Offers 3BHK+3...","http://gurgaon.quikr.com/Conscient-Heritage-Max-Sector-102-Project-Offers-3BHK-3T-SR-Study-W0QQAdIdZ150763876","Rs 1,31,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 102","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-102/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1bhk haryana housing board flat for sale in gurgaon","http://gurgaon.quikr.com/1bhk-haryana-housing-board-flat-for-sale-in-gurgaon-W0QQAdIdZ166576155","Rs 540","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1bhk haryana housing board flat for sale in gurgaon","http://gurgaon.quikr.com/1bhk-haryana-housing-board-flat-for-sale-in-gurgaon-W0QQAdIdZ166576057","Rs 13,00,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Flats for Sale in Gurgaon Call @ 9654455435","http://gurgaon.quikr.com/Flats-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ165844276","Rs 95,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2/3/4 BHK Flats of CHD Golf Avenue Sector 106, Gurgaon","http://gurgaon.quikr.com/2-3-4-BHK-Flats-of-CHD-Golf-Avenue-Sector-106-Gurgaon-W0QQAdIdZ149469230","Rs 72,75,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 9","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-9/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Ansal Versalia Sec 67 A, Golf Course Ext Road Info Info...","http://gurgaon.quikr.com/Ansal-Versalia-Sec-67-A-Golf-Course-Ext-Road-Info-Info-9810684684-W0QQAdIdZ152115028","Rs 1,25,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Extens...","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Extension-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Emaar MGF Imperial Gardens Booking Start with 10% Amoun...","http://gurgaon.quikr.com/Emaar-MGF-Imperial-Gardens-Booking-Start-with-10-Amount-Only-W0QQAdIdZ151250901","Rs 1,55,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 102","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-102/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Tata Primanti Gurgaon /SQFT Price Start from 6500 Rs.","http://gurgaon.quikr.com/Tata-Primanti-Gurgaon-SQFT-Price-Start-from-6500-Rs.-W0QQAdIdZ153291887","Rs 1,42,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Conscient Heritage Max Gurgaon - Comprehensive Info @98...","http://gurgaon.quikr.com/Conscient-Heritage-Max-Gurgaon-Comprehensive-Info-9810684684-W0QQAdIdZ150505231","Rs 1,31,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 102","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-102/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"FLAT FOR SALE, HOUSE FOR SALE, APARTMENT FOR SALE ,ROOM...","http://gurgaon.quikr.com/FLAT-FOR-SALE-HOUSE-FOR-SALE-APARTMENT-FOR-SALE-ROOMS-FOR-SALE-IN-OMAXE-THE-NILE-SOHNA-ROAD-SECTOR-49-GURGAON-W0QQAdIdZ166574455","Rs 1,67,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"For Sale - 3 BHK M2K Symphoney Floor, Sector-51, @ 1.32...","http://gurgaon.quikr.com/For-Sale-3-BHK-M2K-Symphoney-Floor-Sector-51-1.32-Crore-W0QQAdIdZ166573224","Rs 1,32,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Bang on Extension road**, Jungle theme presents BY CHD ...","http://gurgaon.quikr.com/Bang-on-Extension-road-Jungle-theme-presents-BY-CHD-developers-in-sec-71-W0QQAdIdZ166489907","Rs 8,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 47","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-47/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"mahindra aura 3 Bhk","http://gurgaon.quikr.com/mahindra-aura-3-Bhk-W0QQAdIdZ166480159","Rs 6,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In New Colony","http://gurgaon.quikr.com/Apartments-For-Sale/New-Colony/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1BK flat in Gurgaon sector 71","http://gurgaon.quikr.com/1BK-flat-in-Gurgaon-sector-71-W0QQAdIdZ166478274","Rs 8,00,000","1 RK","http://gurgaon.quikr.com/1-RK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Affordable houses in sec 37 c","http://gurgaon.quikr.com/Affordable-houses-in-sec-37-c-W0QQAdIdZ166570225","Contact for Price","","In Sector 37","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-37/w13222204001?from=chiclet","","30-Apr-14"
"For Sale : Sare Homes 2 Bhk In 51 Lac","http://gurgaon.quikr.com/For-Sale-Sare-Homes-2-Bhk-In-51-Lac-W0QQAdIdZ166570907","Rs 51,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 9","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-9/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"BROKER'S WELCOME-Sale 3 BHK DLF City-1 Town House.","http://gurgaon.quikr.com/BROKER-S-WELCOME-Sale-3-BHK-DLF-City-1-Town-House.-W0QQAdIdZ166570883","Rs 1,42,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Re-Sale property in Era landmarks gurgaon projects","http://gurgaon.quikr.com/Re-Sale-property-in-Era-landmarks-gurgaon-projects-W0QQAdIdZ166569830","Rs 47,19,600","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bajghera","http://gurgaon.quikr.com/Apartments-For-Sale/Bajghera/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"

"Pagination"
